item_id,hours,minutes
258050,910,0
258070,31,35
258090,1956,25
258160,1778,12
258180,1165,33
258200,785,56
258220,269,15
258240,8,58
25830,899,14
25840,16,22
25850,728,35
258520,1457,17
258590,326,34
25860,1237,0
25870,1,42
258700,5561,55
258760,155,32
258880,168,45
258890,546,5
25890,24556,14
258910,482,13
258950,179,50
258970,6878,53
2590,273,23
25900,4125,15
259000,28,17
259020,40,4
259060,2056,55
25910,2974,8
259130,233,18
259170,152,8
259190,12,11
25920,0,0
259280,34,0
25930,450,51
259300,35,51
259320,12,27
259340,6,11
259360,16,25
259390,654,37
25940,18,24
259410,101,22
259430,185,8
259450,44,31
259470,295,52
259490,98,40
259510,441,50
259530,767,15
259550,469,40
259570,302,43
259600,275,5
259620,439,23
259640,86,44
259660,145,49
259680,5074,6
259700,83,24
259720,330,4
259740,464,7
259760,43,21
259780,564,58
25980,2511,35
259810,43,42
259830,101,17
259870,406,49
259890,274,8
25990,409,22
259910,106,32
259940,7,33
259960,15,17
259980,66,43
2600,10221,26
26000,406,14
260000,14,17
260020,1,57
260040,5,44
260060,13,8
260130,1621,33
260160,317,6
260190,114,19
260210,1666,42
260230,4419,39
260250,268,21
260270,36,43
260330,124,9
260380,14,25
260410,585,7
260430,1100,45
260510,188,8
260530,23,53
260550,39,57
260570,102,27
260650,27,33
260690,13,52
260710,6,37
260730,65,54
260750,73,28
260770,37,30
260790,404,8
260930,383,17
2610,415,30
261030,30539,26
261110,1720,7
261180,8890,34
261350,92,53
261430,1009,37
261470,2110,6
261490,122,17
261510,408,8
261530,530,13
261570,7092,25
261600,9,52
261640,168805,21
261680,82,2
261700,363,29
261720,4,49
261740,10,45
261760,2547,17
261880,90,17
261900,0,0
261920,38,38
261940,11,34
261960,19,10
2620,2100,48
262000,39,42
262060,34335,31
262080,64,32
262100,7,49
262120,775,3
262150,1149,6
262190,20,16
262210,253,5
262240,108,52
262260,400,42
262280,1767,15
262300,358,57
262390,552,43
262410,10513,39
262450,271,46
262470,139,30
262490,373,45
262510,2,8
262550,162,49
262590,186,51
262610,13,28
262630,0,0
262650,62,29
262690,545,39
262750,347,24
262770,199,36
262790,1192,54
262830,1244,34
262850,112,23
262870,19,59
262900,360,49
262920,97,14
262940,662,27
262960,192,50
262980,2,10
2630,7270,34
26300,3,46
263020,750,8
263040,75,53
263060,4859,45
263080,134,19
263100,22,33
263120,2,17
263140,15,38
263180,1,3
263200,940,54
263260,58,7
263280,22186,13
263300,1651,51
263320,483,7
263340,35,36
263360,606,51
263380,164,59
263400,511,6
263420,262,8
263440,4560,34
263460,168,57
263480,173,42
263500,2715,39
263520,185,10
263540,4955,31
263560,383,26
263600,0,0
263620,694,11
263640,16,31
263680,123,41
263700,113,16
263740,466,1
263760,14825,51
263800,0,0
263820,399,44
263840,154,52
263860,260,29
263880,143,32
263920,101,10
263940,14,21
263960,133,53
263980,1760,35
2640,1421,16
264000,113,58
264060,195,16
264080,8,53
264120,498,48
264140,16943,54
264160,895,49
264200,14001,35
264220,155,37
264240,1244,24
264260,19,16
264280,1507,26
264300,384,48
264320,259,33
264340,256,9
264360,3276,39
264380,610,6
264400,0,53
264420,2,13
264440,0,55
264460,84,11
264480,10,34
264520,127,27
264540,424,28
264560,182,11
264580,7,38
264690,676,43
264710,33527,15
264730,1167,7
264970,64,41
26500,1030,17
265000,317,29
265020,5,28
265120,608,23
265170,235,43
265210,5653,39
265240,18,34
265300,4552,19
265330,137,28
265380,156,43
265400,75,47
265420,149,24
265490,0,40
265550,13140,25
265590,1304,0
265610,5531,46
265630,44361,46
265650,1939,48
265670,136,16
265690,105,53
265750,275,8
265770,85,39
265790,146,34
265810,816,42
265830,98,48
265870,350,0
265890,844,45
265930,63513,9
265950,167,14
265970,308,53
265990,250,41
266010,3652,39
266030,278,54
266050,260,12
266070,1395,58
266090,12,42
266110,1570,42
266130,1832,51
266150,2593,22
266170,425,42
266190,22,2
266210,3870,18
266230,715,12
266250,58,36
266290,64,53
266310,578,25
266330,202,44
266370,5,6
266390,347,7
266410,1173,23
266430,6932,50
266450,503,24
266470,2,24
266490,264,23
266510,4438,33
266550,6,10
266590,0,1
266620,2,39
266840,43098,7
266940,73,3
266980,0,0
267060,300,30
267220,2,57
267340,282,59
267360,120,35
267440,377,3
267490,660,59
267530,6085,49
267550,2385,30
267600,642,11
267610,100,41
267670,126,46
267730,84,43
267750,990,39
267900,151,24
267920,662,2
267940,4,24
267960,22,15
267980,794,31
2680,0,0
26800,5756,0
268050,5141,25
268130,11,25
268200,455,15
268220,436,55
268240,514,36
268260,11,35
268320,218,34
268340,24,11
268360,41,55
268400,1147,55
268420,48630,24
268500,85711,43
268520,2,57
268540,428,34
268650,22766,17
268670,34,48
268710,0,38
268750,21060,45
268810,197,1
268830,356,27
268850,34253,3
268870,1973,59
268890,1094,31
268930,35,7
268970,3,39
2690,36,15
26900,840,26
269010,178,1
269030,494,55
269050,114,40
269110,669,25
269150,11,5
269170,62,31
269210,18540,34
269230,135,46
269250,389,13
269270,307,30
269290,1579,14
269310,871,4
269330,141,17
269350,20,15
269370,258,50
269390,483,39
269430,63,8
269450,11,40
269470,1077,19
269490,856,24
269530,34,11
269550,0,35
269570,131,11
269590,40,23
269610,70,14
269630,107,33
269650,456,22
269670,340,55
269690,60,52
269710,7,48
269730,2535,17
269770,3927,21
269790,408,10
269810,28,6
269890,331,10
269910,145,1
269990,88,0
2700,15711,12
27000,298,3
270010,138,6
270030,0,44
270050,639,13
270070,0,0
270090,335,59
270110,49,32
270130,49,35
270150,6588,50
270170,491,51
270190,151,27
27020,29,8
270210,1350,9
270230,0,36
270270,104,20
270310,58,52
270330,118,5
270370,4349,30
270410,0,0
270430,0,18
270450,3151,8
270490,188,57
27050,23,57
270510,25,59
270550,4242,29
270570,403,46
270590,3,56
270630,405,7
270750,133,9
270760,134,6
270770,2,21
270790,65,38
270810,55,30
270830,16,30
270850,2659,18
270880,11875,49
270910,77,23
270942,0,0
270950,131,20
2710,170,25
271240,2722,27
271290,29769,22
271360,78,47
271370,29,45
271500,72,44
271520,0,2
271550,149,21
271570,724,20
271590,995161,22
271640,692,4
271670,417,50
271730,211,24
271760,28,19
271820,666,31
271860,853,56
271900,1299,53
271920,106,32
271970,584,9
271990,54,46
2720,11,7
27200,29,39
272010,79,33
272040,176,27
272060,162,50
27220,485,53
272230,544,38
272270,59,22
272300,1,10
272330,64,38
272350,8216,51
272470,2235,48
272490,5,28
272510,9390,10
272600,166,30
272670,466,56
272860,2300,46
272890,435,33
272920,0,0
272990,4,49
27300,121,50
273030,2,38
273070,1056,50
273110,25147,44
273240,267,36
27330,18,54
273350,73850,54
273390,1097,18
273500,277,44
273550,3,9
273570,50,12
273580,28,44
273590,12,15
273600,22,27
273620,85,37
273730,9,39
273740,0,10
273750,32,5
273760,51,48
273770,222,36
273790,0,13
273800,0,14
273820,15,58
273830,40,29
273840,1019,0
273850,0,10
273860,0,38
273940,216,23
273960,35,30
27400,59,55
274010,14,2
274130,37,37
274170,13235,12
274190,32616,47
274230,1001,54
274250,644,57
274270,1171,40
274290,1729,26
274310,3103,45
274350,175,24
274390,0,1
274450,52,46
274480,203,34
274500,96,36
274520,486,57
274560,1084,54
274620,226,58
274700,19,1
274800,0,1
274880,23,21
274900,3104,39
274920,2700,44
274940,15569,16
274980,323,34
275060,130,48
275080,375,23
275100,487,26
275180,465,25
275200,614,24
275290,253,7
275310,0,0
275330,0,5
275350,177,45
275390,1149,40
275470,1000,31
275490,1329,21
275510,137,59
275530,353,27
275570,447,46
275610,298,25
275670,1746,58
275810,28,28
275830,15,58
275850,29879,8
2760,7798,7
27600,0,16
276220,27,3
276240,0,20
276300,0,0
276340,11,33
276360,1,17
276380,0,0
276430,6,29
276440,13,9
276460,0,1
276730,59,11
276750,16,51
276770,197,35
276810,4399,44
276870,70,47
276890,330,44
277110,80,40
277170,0,20
277210,0,0
277230,213,33
277250,0,0
277270,67,42
277390,7,25
277430,2732,34
277450,296,13
277460,66,55
277470,318,30
277490,355,55
277500,321,47
277510,196,17
277520,191,39
277540,1,47
277560,7,31
277590,1327,1
277630,93,20
277650,1,0
277680,193,18
277700,23,58
277850,69,33
277870,314,38
277890,843,16
277910,28,34
277930,391,48
277950,1865,32
2780,311,54
27800,5,40
278080,13699,11
27810,10,19
278100,7,27
278150,5,54
278190,0,18
278210,156,54
278360,3229,43
278420,17,50
278440,221,20
278460,1953,19
278490,41,18
278510,1,56
278530,1630,16
278550,16,48
278570,202,21
278590,44,34
278620,256,12
278640,231,17
278810,47,58
278850,0,0
278890,124,30
278910,1051,40
278930,244,51
278970,180,49
2790,5,3
27900,54,8
279070,0,0
279140,1232,23
279160,251,10
27920,132,13
279260,183,13
279280,0,0
27940,262,11
279420,40,58
279440,284,8
279460,0,29
279480,1176,57
279500,2,1
279520,95,23
279540,4,30
279560,25,15
279580,74,10
279640,2,53
279720,163,55
279740,2,53
279800,239,6
279840,0,45
279900,137,12
279920,52,8
279940,275,18
279990,90,12
280,8255,6
2800,838,48
28000,1569,29
280010,144,26
280040,608,39
280140,171,59
280180,426,48
280200,0,11
280220,5540,26
280320,804,57
280360,240,38
280380,2,40
280440,48,11
280460,91,6
28050,76076,3
280500,47,37
280520,1070,5
280540,40,19
280560,91,19
280600,98,40
280620,42,2
280640,145,7
280680,11,28
280720,99,55
280740,2517,7
280790,17975,37
280830,6,13
280890,69,24
280910,267,16
280930,385,13
2810,1341,42
281050,0,1
281060,81,42
281130,97,57
281200,285,44
281220,397,19
281240,6,0
281260,5,4
281280,57,57
281350,13,22
281370,384,9
281390,64,4
281410,59,41
281430,16,45
281450,40,40
281560,0,56
281580,15,12
281610,1307,0
281640,720,46
281690,3320,59
281750,177,20
281820,21,30
281840,3,27
281860,179,6
281900,0,1
281920,94,25
281940,105,33
281990,47341,38
2820,11473,12
282010,155,19
282030,243,13
282050,664,33
282070,29075,47
282100,721,40
282140,2639,31
282210,949,6
282350,51494,38
282370,0,34
282400,1387,49
282440,17248,12
282500,0,0
282530,200,1
282560,261,38
282590,1284,49
282620,8,1
282640,11,15
282660,6420,2
282680,11,51
282740,15,34
282760,746,59
282780,24,53
282800,8260,19
282860,31,23
282880,731,15
282900,13510,9
282960,0,42
283000,498,43
283020,382,34
283040,372,35
283060,96,58
283080,122,43
283100,49,40
283160,74,25
283180,194,13
283230,302,48
283270,17,9
283290,1056,31
283310,20,45
283330,25,43
283350,38,31
283370,12,48
283390,512,42
283410,23,56
283430,15,1
283450,34,34
283470,0,0
283490,42,14
283580,1,32
283640,1683,16
283660,254,35
283680,627,54
283820,12,54
283840,75,12
283880,336,36
283920,42,4
283940,166,6
283960,280,9
283980,202,39
2840,238,48
284000,6,5
284020,36,21
284050,21,47
284100,31,35
284140,51,38
284160,18377,31
284180,31,55
284200,175,38
284220,677,30
284260,9,25
284290,36,1
284390,192,5
284410,6,38
284460,758,14
284580,3,30
284680,2,51
284710,1290,6
284730,252,39
284750,300,4
284770,356,8
284790,348,1
284810,384,47
284830,330,37
284850,439,18
284870,336,23
284890,319,39
284910,0,17
284930,184,0
284950,1421,23
284970,2,25
284990,108,48
2850,16,41
285010,489,3
285030,3,22
285050,234,6
285070,70,1
285090,97,58
285110,78,5
285130,146,43
285160,5733,24
285310,1910,54
285330,1783,16
285350,8,14
285400,25,51
285420,170,43
285440,394,6
285480,126,9
285500,445,1
285520,71,5
285580,593,43
285670,0,5
285740,295,53
285800,356,21
285820,292,45
285840,1022,30
285900,8292,49
285920,3345,2
285960,50,9
285980,111,19
286040,1212,42
286080,1927,51
286100,1935,5
286120,1018,17
286140,28,56
286160,32738,36
286200,236,48
286220,43,27
286240,87,24
286260,448,55
286280,87,39
286320,254,23
286340,1604,55
286360,569,51
286380,52,56
286440,1,5
286460,20,49
286480,8,9
286500,87,26
286520,0,9
286540,16,57
286570,1864,15
286660,131,32
286690,14029,54
286730,0,16
286750,1,36
286770,6,0
286790,0,0
286810,395,15
286830,89,37
286880,75,43
286930,1,40
286940,580,26
2870,5318,15
287020,235,32
287070,52,1
287100,55,7
287120,996,51
287140,123,36
287200,80,27
287220,255,22
287260,338,10
287290,4518,17
287340,497,33
287390,14652,14
287450,19414,8
287580,955,36
287600,133,45
287680,4473,59
287700,138178,41
287720,6,40
287740,0,3
287780,6,42
287840,138,59
287860,1221,16
287900,9,6
287920,2750,59
287960,11,57
287980,3714,14
288000,0,0
288020,107,52
288040,65,53
288060,116,20
288100,109,41
288120,353,57
288140,155,35
288160,712,46
288220,34,4
288260,53,28
288270,156,5
288290,71,15
288370,252,46
288470,8328,39
288500,0,0
288570,46,7
288610,0,0
288630,1,57
288650,8,26
288670,8,59
288690,32,14
288710,3,13
288730,21,24
288750,14,56
288790,4,8
288830,6,0
288840,14,10
288880,251,8
288930,122,45
288970,4,36
289050,0,7
289090,596,25
289130,31699,47
289180,1103,29
289200,11,3
289220,144,10
289240,5,22
289260,3,41
289280,19,56
289300,373,21
289320,0,45
289340,60,55
289360,0,27
289380,0,1
289400,125,59
289420,124,2
289440,107,49
289460,6,14
289480,154,30
289500,45,0
289520,1149,19
289550,0,5
289580,34,39
289600,277,25
289620,49,49
289650,16795,22
289690,588,5
289760,724,12
289780,184,1
289800,12,17
289820,0,43
289840,25,38
289890,1390,23
289910,1,28
289930,708,4
289950,3035,58
2900,116,18
290000,37,18
290020,38,51
290040,90,10
290060,49,44
290080,29999,36
290140,1851,25
290260,201,21
290280,245,38
290300,3980,5
290320,146,13
290340,4093,18
290380,28,6
290410,41,29
290440,1,14
290460,10,9
290490,12,49
290530,100,45
290650,238,58
290710,139,1
290730,2387,34
290750,9,43
290770,852,5
290790,4467,20
290810,34,31
290830,103,35
290870,17,30
290890,798,25
290930,4170,25
290970,102,39
290990,211,37
2910,286,16
291010,881,12
291030,279,18
291050,349,46
291070,29,7
291090,1,53
29110,0,1
291130,304,41
291150,879,35
291170,277,23
291190,69,7
29120,142,56
291210,1326,38
291250,41,10
291270,105,46
291290,14,36
29130,49,58
291330,280,27
291370,16,4
291390,46,54
29140,56,34
291410,2539,47
291430,63,26
291450,138,17
291480,51226,52
29150,56,56
291550,108651,15
29160,33,17
291610,2,13
291630,14,5
291640,3,26
291650,23694,11
291710,158,11
291770,8,55
29180,1287,10
291910,268,17
291930,50,57
291960,48,49
2920,79,35
292030,196007,9
292060,42,36
292090,16,44
292120,14265,39
292140,4375,45
292160,99,37
292180,1745,24
292200,87,6
292230,987,40
292240,77,21
292260,49,59
292280,2,5
292300,34,54
292330,24,42
292350,56,1
292370,430,35
292380,877,26
292390,48,37
292400,48,33
292410,1083,9
292420,12,28
292480,180,41
292500,198,58
292570,402,5
292600,259,59
292620,307,40
292630,619,8
292640,0,0
292660,11,33
292670,18,55
292680,3,44
292760,13,39
292780,91,37
292800,836,50
292820,11,58
292840,3,42
292860,0,38
292880,4,52
292910,1656,21
292930,24,49
292990,44,49
2930,9,37
293010,871,22
293140,0,41
293160,69,8
293180,1496,53
293200,6,8
293220,16,35
293240,272,7
293260,12695,6
293280,7,57
293300,36,26
293320,255,57
293340,47,15
293360,9,53
293400,3,40
293420,3,44
293440,38,42
293460,7,28
293480,9,1
293500,953,33
293520,91,38
293540,4392,24
293560,953,2
293600,103,28
293660,116,36
293680,198,35
293720,3,28
293740,290,43
293760,3732,46
293780,1765,40
293820,4,2
293840,41,11
293860,344,51
293880,115,1
293900,120,45
293920,140,32
293940,225,3
293960,46,20
294000,219,15
294020,932,25
294040,208,41
294060,7,27
294100,22450,50
294120,0,0
294140,276,26
294160,704,26
294190,127,45
294230,319,49
294280,3,17
294370,165,45
294390,9,18
294440,282,35
294460,166,54
294530,161,56
294540,30,0
294550,19,19
294570,14,15
294580,9,58
294590,1,7
294650,26,10
294660,139,10
294670,25,21
294680,13,51
294690,12,51
294700,8,32
294710,7,52
294720,590,3
294730,0,30
294750,151,25
294770,15,43
294790,25,9
294810,1924,53
294830,13,43
294860,15820,43
29500,1295,2
295110,183423,11
29520,0,4
295250,44,5
295270,84469,31
29530,38,48
295490,165,54
29550,0,0
295550,3369,11
295590,90,33
295610,5,42
295630,6,52
295670,3,42
295690,706,58
295710,191,48
295730,167,40
295750,48,38
295770,198,38
295790,908,13
295810,1,32
295850,80,11
295870,9,38
295910,90,44
295930,454,58
295990,90,58
296010,53,57
296030,19,37
296050,957,46
296070,472,51
296150,4,54
296180,9,56
296210,0,23
296220,101,12
296240,245,42
296280,222,29
296300,62,55
29640,651,4
296470,7528,28
296490,6001,40
29650,1938,53
296510,117,25
296530,7,32
296550,10,58
296570,743,34
296590,69,30
296610,109,56
296630,15,47
296650,3,29
296710,167,6
296730,75,34
296770,522,42
29680,161,2
296810,0,1
296830,522,2
296850,75,5
296870,322,54
296910,1457,24
296930,404,20
296950,35,4
296970,2149,21
297000,2831,25
297020,1554,6
297060,64,19
297070,0,0
297080,26,29
297090,0,19
297100,90,57
297110,108,27
297120,1027,1
297130,1214,38
29720,4960,24
297210,92,59
297270,42,14
297290,246,45
297310,12,7
297330,50,3
297350,20,35
297370,18,44
297390,0,11
297410,77,39
297450,24,21
297470,34,24
297490,242,35
297570,6,24
297590,52,28
297620,1,5
297720,3,7
297740,97,57
297750,332,59
297760,48,22
297810,3409,47
297860,411,7
297920,179,50
297940,0,0
29800,1404,54
298020,6,57
298030,928,20
298050,2245,3
298110,54740,32
298140,22,4
298160,2220,29
298180,96,47
298220,7,8
298240,4378,29
298260,1595,25
298280,53,36
298300,1,24
298340,30,32
298360,126,35
298400,128,29
298420,0,52
298480,493,35
298520,1200,49
298560,277,58
298600,1356,28
298630,29394,56
298790,6,13
298820,75,21
298830,51,37
298840,54,48
298850,68,34
298890,60,38
298900,0,0
298930,3,7
298950,2,21
2990,4498,1
29900,165,55
299010,0,6
299020,0,0
299030,198,29
299050,53,57
299070,75,18
299090,395,17
299100,0,0
299110,11,13
299150,18,40
299160,17,5
299170,3,32
299180,25,38
299250,73,48
299260,663,46
299290,0,0
299340,147,32
299360,31196,31
299420,104,13
299440,150,26
299460,1997,3
299480,112,53
299500,113,4
299540,462,20
299580,0,59
299600,20,8
299640,20,43
299660,153,59
299680,21,3
299700,657,20
299720,839,40
299740,5600,13
299780,166,7
299800,0,40
299820,0,30
299840,183,10
299860,3104,0
299890,66,22
299910,23,32
30,12649,51
300,102297,55
3000,64,42
300040,502,15
300060,77,32
300080,2915,16
300200,50,51
300220,403,7
300260,2,43
300280,65,31
300300,288,38
300320,275,37
300340,197,11
300360,186,30
300380,1052,5
300400,72,1
300510,2,46
300540,208,10
300550,7475,41
300570,1621,54
300580,589,21
300610,49,33
300620,5,36
300630,0,26
300760,127,48
300820,25,50
300840,39,52
300900,3,5
300910,0,1
300920,0,0
300970,1689,55
3010,93,8
301050,82,43
301120,1059,0
301150,309,15
301190,505,26
301200,346,11
301220,1,4
301250,0,0
301260,2,46
301300,159,39
301320,125,1
301360,18,15
301380,111,4
301420,5,11
301460,221,49
301480,606,25
301500,4,44
301520,390587,14
301540,193,46
301560,10,57
301610,834,50
301640,7062,56
301650,116,5
301670,1,58
301680,118,14
301690,13,31
301700,17,12
301730,8,55
301740,19,43
301750,828,44
301760,29,44
301830,0,37
301860,66,54
301910,9250,15
301920,129,56
301930,5,18
301970,2152,23
301980,56,9
301990,129,40
3020,479,12
302010,404,39
302060,29,9
302080,202,25
302110,14,43
302120,81,31
302130,29,51
302160,14,53
302170,5,12
302180,23,0
302190,16,29
302210,2,39
302240,10,50
302250,58,53
302260,1,23
302270,8433,40
302290,117,43
302310,192,6
302320,36,8
302330,10,7
302340,2,46
302350,12,42
302360,0,2
302370,0,1
302380,2165,47
302390,7,39
302440,8,19
302460,9,53
302470,125,22
302490,58,4
302510,5560,12
302570,0,21
302590,807,47
302610,1089,16
302650,94,54
302670,1854,29
302690,229,56
302710,421,50
302730,6,19
302750,41,53
302790,193,38
302810,0,21
302830,18688,26
302850,55,28
302870,22,27
302910,2,31
302950,73,58
302970,58,40
303210,1408,4
303260,183,52
303290,225,55
303310,121,25
303340,46,55
303390,2858,55
303410,131,33
303430,197,22
303470,51,41
303510,77,24
303530,1,19
303550,52,6
303590,86,29
303680,88,59
303690,176,52
303710,11,1
303720,21,28
303760,13,24
303790,195,45
303800,377,56
303820,39,14
303830,28,27
303840,101,26
303850,18,1
303860,8,12
303870,1,32
303880,1,44
303910,34,28
303940,9,15
304030,55449,51
304050,292643,42
304150,25,53
304170,49,9
304190,0,0
304240,2082,41
304270,2015,46
304290,344,12
304350,189,33
304410,1999,58
304430,1166,3
304460,197,46
304500,181,27
304540,0,29
304650,8159,9
304670,1058,12
304710,0,0
304730,2349,55
304750,0,0
304810,0,0
304890,7,40
304910,36,38
304930,849232,41
304950,134,39
3050,22,21
305010,84,54
305050,760,10
305070,61,29
305150,0,0
305260,7158,26
305280,3,32
305380,178,57
305390,29,49
305460,0,8
305480,104,36
305490,206,48
305500,27,4
305510,62,44
305620,12543,45
305640,346,31
305660,0,32
305740,83,52
305780,106,15
305800,27,44
305820,80,27
305840,10,47
305860,0,7
305880,0,0
305920,47,54
305940,405,37
305960,49,19
305980,219,49
306020,10250,4
306040,773,45
306130,91540,55
306200,65,55
306260,8,29
306350,520,20
306370,2,46
306410,684,48
306440,19,15
306480,18,12
306490,88,30
306520,6,33
306550,350,39
306620,16,38
306630,16,18
306640,18,38
306660,1451,2
306670,44,32
306680,183,2
306700,100,15
306760,401,15
306830,7734,54
306930,2,6
306950,153,29
307010,97,29
307030,5,53
307050,334,39
307070,823,38
307090,267,37
307130,265,19
307170,433,16
307190,489,44
307210,78,48
307230,637,29
307270,79,17
307290,1139,49
307340,177,27
307350,384,27
307410,0,40
307430,171,35
307530,0,0
307560,0,36
307570,50,48
307580,122,22
307590,193,41
307600,149,22
307620,3,13
307640,627,57
307670,494,23
307690,13738,28
307760,43,42
307770,21,0
307780,25891,20
307880,2639,22
307900,49,27
307920,9,15
307930,72,2
307960,975,3
307980,1769,40
307990,17,4
308000,270,43
308040,247,25
308060,1,38
308080,19,55
308173,176,33
308180,0,0
308270,102,14
308320,0,17
308330,15,22
308360,74,15
308380,227,29
308420,2187,36
308440,58,6
308460,34,29
308520,67,46
308560,1,21
308580,67,22
309900,0,28
310060,926,12
310070,242,46
310080,1539,58
310110,220,52
310360,534,30
310370,453,20
310380,8847,22
310390,0,0
310450,51,0
310460,55,1
310470,542,23
310490,29,14
310510,1575,13
310560,9108,4
310640,0,12
310700,219,45
310740,92,50
310760,50,27
310790,729,56
310810,78,44
310830,0,0
310850,136,35
310880,119,50
310890,228,25
310950,13350,48
310970,13,18
310990,0,13
31100,368,43
311010,18,2
311040,88,13
311060,41,22
311080,129,56
31110,161,12
311100,22,44
311120,56,40
311140,78,34
311170,47,56
311190,223,46
31120,136,23
311210,220032,48
311240,641,26
311250,230,13
31130,188,32
311310,6158,19
311340,8104,6
311400,36,39
311480,533,21
311490,0,4
311560,6450,12
311680,298,59
311690,22329,26
31170,805,10
311700,118,25
311720,60,4
311730,2639,8
311770,527,50
31180,507,59
311800,244,12
311820,4,46
311840,17,53
311850,16,41
311860,33,4
311870,363,42
31190,430,20
311910,38,43
311930,27,22
311940,0,0
311980,16,1
31200,469,7
312010,66,22
312020,1,31
312050,0,0
31210,356,3
312150,349,5
31220,964,55
312200,78,38
312210,600,47
312220,2,5
312230,98,52
312240,23,1
312270,0,0
312280,674,4
31230,610,56
312300,148,49
312310,0,1
312350,63,37
312360,39,24
312370,544,45
312390,3,29
31240,552,23
312400,0,39
312410,0,31
312420,11,48
312430,104,35
312440,2,59
312450,258,46
31250,489,4
312510,102,55
312530,11146,45
312540,270,28
31260,371,20
312600,69,25
312610,661,56
312630,398,46
312640,803,0
31270,1010,36
312710,9,41
312720,162,6
312750,1170,28
312780,1187,11
312790,630,22
31280,32589,41
312840,1148,26
312860,2,40
31290,1677,5
312900,36,50
312920,1612,8
312960,224,6
312970,2,56
312980,128,14
312990,11481,55
3130,817,8
31300,0,35
313010,685,33
313020,721,37
313040,17,4
313080,619,5
313120,17026,27
313130,220,0
313140,96,52
313160,25106,29
313190,0,55
313200,0,0
313210,9,51
313240,57,46
313320,0,0
313330,0,19
313340,7089,48
313360,78,27
313400,120,14
313470,92,42
313480,562,39
313500,517,1
313590,85,23
313620,11,29
313630,302,5
313650,209,59
313660,9,18
313690,9335,2
313730,2016,1
313740,11880,8
313810,140,30
313830,4,9
313870,9,12
313960,2,11
313980,16,31
314000,225,52
314010,446,8
314020,987,34
314030,293,0
314070,212,32
31410,1707,45
314120,0,1
314150,131,46
314160,22876,15
314180,521,14
314200,164,54
314210,59,26
314220,40,19
314230,1149,38
314240,239,49
314250,401,51
314280,320,32
314290,63,11
314300,11,2
314320,94,4
314340,29,11
314360,4,17
314370,26,3
314380,76,6
314410,2736,57
314420,665,3
314450,865,17
314460,54,53
314470,72,39
314500,96,0
314510,5,14
314520,125,2
314540,1,5
314560,70,6
314570,77,17
314590,0,27
314660,1785,3
314680,0,1
314700,706,23
314710,182,13
314760,17,55
314770,0,10
314810,197,42
314830,362,58
314850,0,56
314950,0,2
314970,728,9
314980,630,10
3150,1,9
31500,27,25
315060,129,31
315070,254,45
315080,54,41
315110,60,42
315130,2,39
315240,0,25
315260,160,14
315320,21,47
315330,5,0
315340,24,31
315430,1409,22
315440,126,31
315450,0,54
315460,1685,37
315480,16,42
315530,0,0
315540,5,29
315550,12,56
315600,185,42
315610,40,45
315640,1544,2
315650,3,18
315660,54,55
315670,29,18
315680,0,2
315740,8,13
315810,1285,33
315830,7,51
315840,491,57
315850,77,57
315860,76,25
315880,4165,49
315920,172,35
315930,100,44
315940,27,33
3160,23,19
316010,22814,29
316020,1,11
316030,60,50
316080,107,23
316110,90,3
316140,99,41
316160,28,20
316180,197,39
316240,28,25
316260,96,21
316320,14,47
316370,72,29
316390,1758,53
316430,1539,18
316460,3,54
316480,43,25
316542,0,0
316600,245,32
316610,3,7
316620,0,1
316630,0,41
316660,83,26
316700,6,1
316720,217,44
316740,2,11
316750,14,52
316790,2963,9
316810,15,13
316830,13,25
316840,116,47
316890,24,54
316930,50,51
316950,0,19
316970,86,48
3170,1932,27
31700,489,42
317020,11,15
317030,177,7
317040,305,35
317060,16,49
317080,2,33
317100,113,12
317110,1682,4
317250,401,55
317280,25,34
317290,282,17
317300,437,8
317320,0,0
317330,60,44
317360,8486,58
317380,12,27
317400,6904,39
317410,273,12
317440,289,18
317470,6204,49
317510,263,35
317530,4,19
317580,0,18
317610,93,31
317620,792,3
317710,404,48
317720,1,49
317760,9,22
317780,258,5
317790,100,53
317820,1018,37
317840,1,22
317920,0,7
317940,8,9
317950,4,30
317970,43,53
31800,13,5
318020,3232,18
318090,34,58
31810,28,32
318100,427,22
318130,124,11
31820,36,42
318220,1268,5
318230,545,55
318260,25,36
31830,80,0
318300,0,0
318310,120,46
318330,74,23
318350,2,56
31840,23,18
318430,1643,2
318440,11,24
318480,126,56
31850,40,28
318530,824,58
318560,0,0
318570,109,59
31860,28,55
318600,337,3
318650,17,2
318660,2,26
318690,3,52
31870,7,7
318740,0,58
31880,18,51
318860,90,49
31890,26,53
318950,8,43
318970,65,13
31900,14,10
319050,916,12
319060,0,17
319080,29,18
31910,26,28
319140,26,9
319150,124,10
319170,93,1
319180,573,21
31920,42,44
319210,1,3
319230,148,42
319250,818,8
319270,118,17
319280,88,58
31930,36,51
319300,6,44
319320,158,41
319400,6,8
319410,0,0
319430,0,0
319450,204,5
319470,101,30
319480,67,10
319510,6854,13
319550,195,11
319560,144,6
319570,42,21
319580,0,0
319630,28584,4
319730,326,41
319740,139,42
319750,21,51
319780,5,29
31980,19,33
319830,64,31
319850,201,58
319910,1146,17
319970,209,29
319980,32,11
319990,249,16
320,47467,46
3200,46,5
32000,2,57
