item_id,release_date_imputed,tags&genres
421240,1998-08-25,"['Movie', 'Romance', 'Comedy', 'Comic Book', ""1990's""]"
458060,2016-04-22,"['Casual', 'Visual Novel']"
464130,2016-04-22,"['Adventure', 'RPG', 'Indie', 'Casual']"
332410,2016-04-22,"['RPG', 'RPGMaker', 'Indie', 'Adventure', 'Casual', 'Exploration', 'Female Protagonist', 'Story Rich', 'Anime']"
449710,2016-04-22,"['Strategy', 'Indie', 'Tower Defense']"
338130,2016-04-22,"['Strategy', 'World War II', 'Grand Strategy', 'Turn-Based', 'Turn-Based Strategy', 'Wargame']"
428940,2015-11-29,"['Massively Multiplayer', 'Indie', 'Action']"
397320,2016-04-22,"['Strategy', 'Action', 'Tactical', 'FPS']"
461520,2016-04-23,"['Adventure', 'Action', 'Indie', 'Horror', 'Stealth', 'Shooter', 'Survival', 'Multiplayer']"
454420,2016-04-22,"['Action', 'Indie', 'Casual']"
463390,2016-03-28,"['Free to Play', 'Visual Novel', 'Casual', 'Anime', 'Story Rich', 'Simulation', 'Comedy', 'Psychological', 'Romance', 'Indie', 'Great Soundtrack']"
363250,2016-04-25,"['Strategy', 'Indie', 'Casual']"
455270,2016-04-25,"['Racing', 'Sports', 'Simulation', 'Free to Play']"
464180,2016-04-21,"['Strategy', 'Action', 'Indie']"
455280,2016-04-25,"['Free to Play', 'Sports', 'Racing', 'Simulation']"
464230,2016-04-25,"['Casual', 'Indie', 'Puzzle', 'Singleplayer', 'Relaxing', 'Colorful', 'Family Friendly', 'Hand-drawn', 'Cute', 'Top-Down', 'Cartoon']"
463310,2016-04-23,
444210,2016-04-25,"['Indie', 'Action']"
370940,2016-04-25,"['Action', 'Indie', 'Local Co-Op', 'Great Soundtrack', 'Local Multiplayer', '4 Player Local', 'Singleplayer', 'Demons', 'Pixel Graphics']"
251270,2016-04-25,"['Horror', 'Anime', 'Adventure', 'RPG', 'Visual Novel', 'Psychological Horror', 'RPGMaker', 'Gore', 'Story Rich', 'Indie', 'Pixel Graphics', 'Multiple Endings', 'Singleplayer', 'Mature', 'Dark', 'Great Soundtrack', 'Survival Horror', 'Cute']"
350271,2016-04-25,"['Strategy', 'Indie', 'Casual']"
434490,2016-04-25,"['Indie', 'Action', 'Story Rich', 'Platformer', 'Experimental', 'Colorful', 'Design & Illustration']"
457320,2006-12-20,"['Action', 'Sports', 'Indie', 'VR']"
426926,2016-04-26,['Strategy']
426927,2016-04-26,['Strategy']
426928,2016-04-26,['Strategy']
426929,2016-04-26,['Strategy']
426990,2016-04-26,['Strategy']
426993,2016-04-26,['Strategy']
426994,2016-04-26,['Strategy']
426991,2016-04-26,['Strategy']
426995,2016-04-26,['Strategy']
426992,2016-04-26,['Strategy']
426998,2016-04-26,['Strategy']
426996,2016-04-26,['Strategy']
426997,2016-04-26,['Strategy']
426999,2016-04-26,['Strategy']
427001,2016-04-26,['Strategy']
427000,2016-04-26,['Strategy']
462960,2016-04-26,"['Casual', 'Indie', 'Adventure', 'Arcade', 'Singleplayer', 'Platformer', 'Replay Value', 'Family Friendly', 'Funny', 'Atmospheric', 'Physics', 'Difficult', 'Pixel Graphics', 'Fantasy', 'Comedy', 'Fast-Paced', 'Villain Protagonist']"
461750,2016-04-19,"['Free to Play', 'Casual', 'Strategy', 'Indie', 'Horror']"
433242,2016-04-26,['Strategy']
430120,2016-04-25,"['Massively Multiplayer', 'Simulation', 'Free to Play']"
460240,2016-04-25,"['Massively Multiplayer', 'Simulation', 'Free to Play']"
462530,2017-11-08,"['Adventure', 'VR']"
461230,2016-04-26,"['Indie', 'Action', 'Music', 'Difficult', 'Great Soundtrack', 'Memes', 'Platformer', 'Pixel Graphics', 'Rhythm', '2D']"
465530,2016-04-27,"['Action', 'Indie']"
284410,2016-04-26,"['Action', 'Adventure', 'Indie', 'Action RPG']"
428430,2016-04-26,"['Indie', 'Adventure', 'Casual', 'Platformer', 'Rogue-like']"
439890,2016-04-26,"['Action', 'Violent', 'Stealth', 'Assassin']"
458640,2016-04-26,"['Strategy', 'Indie', 'Simulation']"
466250,2016-04-26,"['RPG', 'Indie', 'Strategy', 'Utilities', 'Turn-Based', 'Fantasy', 'Story Rich', 'Sandbox', 'Online Co-Op', 'Software', 'Party-Based RPG']"
360280,2016-04-26,['Adventure']
436608,2016-04-26,"['Casual', 'Simulation']"
436609,2016-04-26,"['Casual', 'Simulation']"
436610,2016-04-26,"['Casual', 'Simulation']"
395880,2018-01-03,"['Indie', 'Casual', 'Simulation', 'VR']"
436611,2016-04-26,"['Casual', 'Simulation']"
426920,2016-04-26,['Strategy']
415480,2016-04-26,"['Anime', 'Strategy', 'JRPG', 'RPG', 'Female Protagonist', 'Cute', 'Singleplayer', 'Memes', 'Strategy RPG', 'Nudity', 'Visual Novel']"
426922,2016-04-26,['Strategy']
426921,2016-04-26,['Strategy']
426923,2016-04-26,['Strategy']
426924,2016-04-26,['Strategy']
464810,2016-04-26,"['Free to Play', 'Casual', 'Simulation', 'Visual Novel']"
456050,2016-04-26,"['Action', 'Indie']"
463750,2016-04-26,"['Anime', 'Episodic']"
436160,2016-04-27,"['Free to Play', 'Hidden Object']"
426925,2016-04-26,['Strategy']
462950,2016-04-26,"['Adventure', 'RPG', 'Action', 'Indie', 'Platformer']"
443650,2016-04-27,"['Adventure', 'Indie', 'Point & Click', 'Comic Book', 'Comedy', 'Zombies', 'Great Soundtrack', 'Hand-drawn', 'Werewolves', '2D', 'Funny', 'Singleplayer', 'Cartoony', 'Story Rich', 'Music', '2.5D']"
465210,2016-04-27,['Adventure']
458530,2016-04-06,"['Action', 'Adventure', 'Indie', 'RPG', 'Typing', 'Story Rich', 'Exploration', 'Atmospheric']"
387290,2016-04-27,"['Atmospheric', 'Great Soundtrack', 'Platformer', 'Metroidvania', 'Adventure', 'Story Rich', 'Singleplayer', 'Cute', 'Action', 'Difficult', 'Fantasy', '2D', 'Indie', 'Side Scroller', 'Open World', 'Puzzle', 'Controller', '2.5D', 'Family Friendly', 'RPG']"
465980,2016-04-27,"['Action', 'Great Soundtrack']"
466390,2016-04-27,"['Action', 'Music']"
465691,2016-04-27,"['Action', 'Indie']"
387984,2016-04-27,"['Strategy', 'Action', 'Indie']"
456440,2016-04-27,"['Adventure', 'Casual', 'Indie', 'RPG']"
462730,2008-10-19,"['Simulation', 'Strategy', 'Indie', 'Casual']"
463200,2016-04-27,"['Adventure', 'RPG', 'Indie', 'Casual']"
458830,2016-04-27,"['Early Access', 'Sports', 'Simulation', 'Indie', 'Strategy']"
457600,2016-04-27,"['Action', 'Indie', 'Strategy', 'Zombies', 'Tower Defense', 'Turn-Based Strategy', 'Trading Card Game']"
461040,2016-04-28,"['Casual', 'Action']"
367890,2015-10-01,['Action']
399836,2016-04-27,"['Strategy', 'Action', 'Indie']"
444790,2016-04-27,"['Casual', 'Action', 'Adventure']"
461890,2016-04-27,"['Indie', 'Adventure', 'Cyberpunk']"
465450,2003-03-24,"['Early Access', 'Adventure', 'Indie', 'Simulation', 'Action', 'VR']"
463210,2016-04-27,"['Indie', 'Action', 'Casual', ""Shoot 'Em Up"", 'Simulation', 'Shooter', 'Funny', 'Top-Down Shooter', 'Hand-drawn', '2D']"
439960,2016-04-27,"['Strategy', 'Indie', 'Simulation']"
438130,2016-04-27,"['Visual Novel', 'Adventure', 'Gore', 'Violent', 'Anime', 'Mystery', 'Sci-fi', 'Story Rich', 'Multiple Endings', 'Singleplayer', 'Atmospheric', 'Horror']"
366230,2016-04-27,"['Sports', 'Arcade']"
463240,2018-01-03,"['Early Access', 'Casual', 'Strategy', 'Action', 'Adventure', 'Indie']"
461280,2017-02-22,"['Action', 'Indie']"
376945,2016-04-28,['Simulation']
435740,2016-04-28,"['Audio Production', 'Software Training', 'Utilities']"
362350,2016-04-28,"['Strategy', 'Indie', 'Casual', 'Card Game', 'Board Game', 'Pixel Graphics']"
465730,2016-04-28,"['Adventure', 'Indie']"
222573,2016-04-28,
463000,2016-04-28,"['Massively Multiplayer', 'Action']"
401820,2004-10-14,"['Adventure', 'VR']"
271240,2016-04-28,"['Strategy', 'Economy', 'Space', 'RTS', 'Multiplayer', 'Sci-fi', 'Simulation', 'Indie', 'Competitive', 'Futuristic', 'Singleplayer', 'Trading', 'Management', 'Base Building', 'Co-op', 'Mars', 'Resource Management', 'Building', 'Capitalism', 'Great Soundtrack']"
329280,2016-04-28,"['Early Access', 'Strategy', 'Indie', 'RTS', 'Medieval', 'War']"
446450,2016-04-28,"['Simulation', 'Action', 'Casual']"
461130,2016-04-28,"['Strategy', 'Indie', 'Simulation']"
462280,2016-04-28,"['Strategy', 'Indie', 'Simulation']"
433745,2016-04-28,['Simulation']
454560,2016-04-28,"['Early Access', 'Sports', 'Strategy']"
465600,2016-04-28,"['Adventure', 'RPG', 'Massively Multiplayer', 'Indie', 'Action']"
340680,2016-04-28,"['Early Access', 'Indie', 'Action', 'Casual', 'Blood', 'Multiplayer', 'Funny', 'Gore', 'Platformer']"
462830,2016-05-02,"['Indie', 'Simulation', 'Strategy']"
433746,2016-04-28,['Simulation']
436430,2016-04-21,"['Adventure', 'Indie']"
433380,2016-04-28,"['Action', 'Adventure', 'Indie', 'Retro', 'Survival Horror']"
386080,2016-04-28,"['Adventure', 'Action', 'Indie', 'RPG', 'Side Scroller', 'Replay Value', 'Silent Protagonist', 'Great Soundtrack', '2.5D', 'Fighting', 'Alternate History', 'Difficult', 'Character Customization', 'Swordplay', 'Loot', 'Exploration', 'Controller', 'Real-Time', 'Action RPG', 'Magic']"
462000,2012-01-10,"['Sports', 'Action', 'Casual', 'VR']"
442860,2016-04-29,"['Action', 'Indie', 'Casual']"
377480,2016-04-29,"['Adventure', 'Indie', 'Puzzle', 'Narration', 'Atmospheric', 'Walking Simulator', 'Story Rich', 'Singleplayer', 'Controller', 'Visual Novel', 'Great Soundtrack']"
448260,2016-04-29,"['Indie', 'Adventure', 'Action', 'Horror', 'Puzzle', 'First-Person']"
465610,2016-04-29,"['Action', 'Indie']"
448050,2016-04-29,"['Action', 'Casual', 'Cute', 'Platformer']"
460890,2016-04-10,"['Indie', 'Adventure', 'Puzzle', 'Casual', 'Hidden Object', 'Singleplayer', 'Cute', 'Family Friendly', 'Hand-drawn', 'Mouse only', 'Relaxing', 'Point & Click']"
463710,2016-04-29,"['Indie', 'Casual', 'Puzzle']"
456810,2016-04-29,"['Action', 'Indie', 'Casual', 'Zombies', 'Puzzle']"
465340,2016-04-29,"['Strategy', 'Indie', 'Casual']"
441850,2016-04-29,"['Utilities', 'Video Production', 'Animation & Modeling', 'Audio Production', 'Software Training']"
436460,2016-02-25,"['Strategy', 'Indie', 'Simulation']"
465830,2016-04-29,"['Strategy', 'RPG', 'Indie', 'Free to Play']"
465831,2016-04-29,"['Strategy', 'RPG', 'Indie', 'Free to Play']"
446010,2016-04-29,"['Simulation', 'Strategy', 'Indie']"
303290,2016-04-29,"['Otome', 'Visual Novel', 'Female Protagonist', 'Romance', 'Anime', 'Adventure', 'Dating Sim']"
464720,2016-04-29,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']"
467300,2016-04-29,"['Action', 'RPG', 'Indie']"
463050,2016-04-29,"['Adventure', 'Indie', 'Casual', 'Point & Click']"
445420,2011-11-03,"['RPG', 'Casual', 'Visual Novel', 'Anime', 'JRPG']"
453400,2016-04-29,"['Strategy', 'Action', 'Indie']"
459020,2016-04-29,"['Simulation', 'Adventure', 'Indie', 'RPG', 'Agriculture', 'RPGMaker', 'Crafting', 'Story Rich', 'Anime']"
465320,2016-04-29,"['RPG', 'Casual']"
464630,2016-04-30,"['Casual', 'Hidden Object']"
463040,2016-04-29,"['Action', 'Indie', 'Casual']"
465000,2016-04-30,"['Early Access', 'Action', 'RPG', 'Indie']"
449470,2016-04-30,"['Massively Multiplayer', 'Free to Play', 'Adventure', 'RPG']"
465020,2016-05-01,"['Early Access', 'Indie', ""Shoot 'Em Up"", 'RPG', 'Singleplayer', '2D', 'Sci-fi', 'Loot', 'Shooter', 'Side Scroller']"
458990,2017-12-26,"['Adventure', 'Indie', 'VR', 'First-Person', 'Atmospheric', 'Puzzle', 'Singleplayer', 'Sci-fi', 'Walking Simulator']"
463360,2016-05-02,"['Adventure', 'RPG', 'Massively Multiplayer', 'Free to Play']"
396700,2016-05-02,"['Early Access', 'Casual', 'Action', 'Indie', 'Sports']"
465130,2016-05-05,"['Action', 'Indie', '2D', 'Anime', 'Female Protagonist', 'Platformer']"
443070,2016-05-02,"['Indie', 'Action']"
321400,2016-05-02,"['Early Access', 'Sports', 'First-Person', 'Multiplayer', 'e-sports', 'Free to Play', 'Football', 'Indie', 'Casual', 'Action', 'Soccer', 'FPS', 'Strategy']"
465832,2016-05-02,"['Strategy', 'RPG', 'Indie', 'Free to Play']"
464900,2016-05-02,"['Casual', 'Adventure', 'Indie', 'Local Co-Op']"
344180,2017-11-08,"['Early Access', 'Action', 'VR']"
370910,2016-05-05,"['Point & Click', 'Adventure', 'Female Protagonist', 'Indie', 'Pixel Graphics', 'Detective', 'Mystery', 'Retro', 'Supernatural', 'Puzzle', 'Narration', 'Story Rich', 'Singleplayer', '2D', 'Atmospheric']"
463290,2020-05-10,"['VR', 'Indie', 'Casual', 'Atmospheric']"
373880,2016-05-02,"['Action', 'Indie', 'Survival']"
433750,2016-05-03,"['Adventure', 'Indie', 'Horror', 'Point & Click', 'Puzzle', 'Atmospheric', 'Psychological Horror', 'Narration', 'Comic Book', 'Great Soundtrack', 'Female Protagonist', 'Retro', 'Difficult', 'Survival Horror']"
428540,2016-05-03,"['Indie', 'Casual', 'Visual Novel', 'Walking Simulator', 'Atmospheric']"
436617,2016-05-03,"['Casual', 'Simulation']"
436612,2016-05-03,"['Casual', 'Simulation']"
436614,2016-05-03,"['Casual', 'Simulation']"
436613,2016-05-03,"['Casual', 'Simulation']"
436616,2016-05-03,"['Casual', 'Simulation']"
436615,2016-05-03,"['Casual', 'Simulation']"
288140,2016-05-03,"['Golf', 'Sports', 'Simulation', 'Strategy', 'Indie']"
449390,2016-05-03,"['Adventure', 'Action']"
448020,2016-05-03,"['Indie', 'Action', 'Horror']"
394230,2016-05-03,"['FPS', 'Action', 'Multiplayer', 'MOBA', 'Co-op', 'Shooter', 'First-Person', 'Free to Play', 'PvP', 'Comedy', 'Singleplayer', 'Class-Based', 'Sci-fi', 'Funny', 'Team-Based', 'Online Co-Op', 'Action RPG', 'Memes', 'RPG', 'Space']"
385560,2016-05-03,"['Action', 'Metroidvania', 'Platformer', 'Side Scroller', 'Singleplayer', '2.5D', 'Sci-fi', 'Shooter', 'Adventure', 'Action-Adventure']"
435519,2016-05-03,"['Strategy', 'Indie', 'Simulation']"
465310,2017-12-24,"['Indie', 'Animation & Modeling', 'Cinematic', 'Abstract', 'Experimental', 'VR']"
452950,2016-05-06,"['Education', 'Software Training']"
467190,2006-08-08,"['Movie', 'Action', 'Superhero', 'Fantasy', 'Comic Book', 'Action-Adventure']"
453090,2016-05-05,"['Early Access', 'Simulation', 'Management', 'Building', 'Indie', 'Sandbox', 'Singleplayer', 'Strategy', 'Funny', 'Economy', 'Isometric', 'Moddable', 'Great Soundtrack']"
467180,2006-02-21,"['Movie', 'Action', 'Superhero', 'Fantasy', 'Sci-fi', 'Action-Adventure', 'Comic Book']"
467110,2007-08-14,"['Movie', 'Action', 'Superhero', 'Fantasy', 'Comic Book']"
467100,2007-01-23,"['Movie', 'Action', 'Superhero', 'Fantasy', 'Comic Book', 'Action-Adventure']"
467160,2009-01-27,"['Movie', 'Action', 'Superhero', 'Fantasy', 'Comic Book', 'Sci-fi', 'Action-Adventure']"
467200,2008-09-02,"['Movie', 'Action', 'Superhero', 'Fantasy', 'Comic Book', 'Action-Adventure']"
467140,2010-02-02,"['Movie', 'Action', 'Superhero', 'Fantasy', 'Comic Book', 'Action-Adventure']"
290060,2014-04-17,"['Indie', 'Programming', 'Adventure', 'Puzzle', 'First-Person', 'VR', 'Hacking']"
467130,2011-05-17,"['Movie', 'Action', 'Superhero', 'Fantasy', 'Comic Book', 'Action-Adventure']"
405000,2016-05-05,"['Indie', 'Twin Stick Shooter', 'Action', 'Top-Down Shooter', 'Rogue-like', 'Shooter', 'Singleplayer', 'Procedural Generation', 'Perma Death', 'Difficult', 'Local Co-Op', 'Violent', 'Rogue-lite', ""Shoot 'Em Up"", 'Casual', 'Building', 'Co-op', 'Family Friendly', 'Bullet Hell', '4 Player Local']"
408110,2016-05-05,"['Indie', 'Action', 'Adventure', 'Strategy']"
461880,2016-05-05,"['Indie', 'Casual', 'Platformer']"
468520,2016-05-05,"['RPG', 'Indie', 'Strategy', 'Online Co-Op', 'Software', 'Party-Based RPG', 'Turn-Based', 'Fantasy', 'Story Rich', 'Utilities']"
468610,2016-05-05,"['RPG', 'Indie', 'Strategy', 'Online Co-Op', 'Software', 'Party-Based RPG', 'Turn-Based', 'Fantasy', 'Story Rich', 'Utilities']"
471310,2016-05-10,"['RPG', 'Indie', 'Strategy', 'Online Co-Op', 'Software', 'Party-Based RPG', 'Turn-Based', 'Fantasy', 'Story Rich', 'Utilities']"
461580,2016-05-10,"['Action', 'Indie', 'Casual']"
420790,2016-05-10,"['Free to Play', 'Action', 'Massively Multiplayer', 'Indie', '2D', 'Perma Death', 'Platformer', 'Adventure', 'Rogue-like', 'Sci-fi', 'Side Scroller', 'Multiplayer', 'Metroidvania', 'Co-op', 'Bullet Hell']"
461820,2016-05-10,"['Free to Play', 'RPG', 'Casual', 'RPGMaker', 'Anime']"
436619,2016-05-10,"['Casual', 'Simulation']"
436622,2016-05-10,"['Casual', 'Simulation']"
350110,2016-05-10,"['Simulation', 'Economy', 'Strategy', 'Management', 'Multiplayer', 'Realistic', 'PvP']"
449391,2016-05-10,"['Action', 'Adventure']"
470230,2016-05-10,"['Strategy', 'Adventure', 'Indie']"
425150,2016-05-10,"['Action', 'Casual', 'Indie', 'Co-op', 'Multiplayer', '4 Player Local', 'Pirates', 'Local Co-Op', 'Local Multiplayer', 'Funny', 'Controller', 'Swordplay', 'Online Co-Op', 'Fighting', '2D']"
436618,2016-05-10,"['Casual', 'Simulation']"
436621,2016-05-10,"['Casual', 'Simulation']"
436620,2016-05-10,"['Casual', 'Simulation']"
463220,2016-05-11,"['Indie', 'Action', 'Adventure', 'Platformer', 'Metroidvania', '2D', 'Minimalist', 'Retro', 'Singleplayer', 'Pixel Graphics', 'Replay Value', 'Exploration', 'Silent Protagonist', 'Controller', 'Action-Adventure']"
471450,2016-05-10,"['Action', 'Indie', 'Platformer', 'Puzzle', 'Great Soundtrack', 'Puzzle-Platformer']"
452110,2008-02-19,"['Movie', 'Drama', 'Crime', 'Action', 'Thriller']"
465930,2016-05-11,"['Adventure', 'Indie', 'Platformer']"
464190,2004-08-01,"['Movie', 'Horror']"
469730,2016-05-11,"['Action', 'Indie', 'Casual', 'Pixel Graphics', 'Difficult', 'Singleplayer']"
384380,2015-12-25,['Adventure']
444670,2016-05-11,"['Early Access', 'Racing', 'Indie', 'Action', 'Split Screen', 'Local Multiplayer', '4 Player Local', 'Futuristic', 'Procedural Generation', 'Driving', 'Competitive', 'Cyberpunk', 'Great Soundtrack', 'Soundtrack', 'Multiplayer', 'Third Person', 'Fast-Paced', 'e-sports']"
460960,2016-05-10,"['Adventure', 'Crime', 'Indie', 'Story Rich', 'RPGMaker', 'Atmospheric', 'RPG', 'Choices Matter', 'Detective', 'Mystery', 'Historical', 'Puzzle', 'Sexual Content', 'Simulation', 'Surreal', 'Difficult', '2D', 'Family Friendly']"
466580,2016-04-30,"['RPG', 'Indie', 'RPGMaker']"
471240,2016-05-11,"['Strategy', 'Action', 'Indie']"
469560,2018-01-03,"['Casual', 'Sports', 'VR']"
406670,2016-05-12,"['Indie', 'Casual', 'Adventure']"
351990,2016-05-12,"['Racing', 'Indie', 'Music', 'Casual', 'Music-Based Procedural Generation', 'Arcade', 'Driving', 'Action', 'Singleplayer', 'Rhythm', 'Multiplayer']"
325976,2016-05-12,['Simulation']
453060,2016-05-12,"['Action', 'Indie', 'Casual', 'Simulation', 'Racing', 'Sports']"
468490,2016-05-12,"['Indie', 'Casual', 'Action', 'Strategy', 'Adventure', 'Great Soundtrack']"
447000,2016-05-12,"['Adventure', 'Indie', 'Point & Click']"
413500,2016-05-12,"['Action', 'Indie']"
451110,2016-05-12,"['Massively Multiplayer', 'RPG', 'Adventure', 'Strategy', 'Free to Play']"
359870,2016-05-12,"['JRPG', 'Story Rich', 'RPG', 'Great Soundtrack', 'Fantasy', 'Turn-Based Combat', 'Classic', 'Singleplayer', 'Adventure', 'Atmospheric', 'Turn-Based', 'Romance', 'Female Protagonist', 'Anime', 'Linear', 'Action', 'Open World', 'Remake', 'Sports', 'Puzzle']"
462580,2016-05-12,"['Strategy', 'Casual', 'Simulation']"
433910,2016-05-12,"['Great Soundtrack', '1980s', 'Rhythm', 'Action', 'Indie', 'Arcade', 'Retro', 'Music', 'Racing', 'Difficult', 'Singleplayer', 'Driving', 'Cyberpunk', 'Runner']"
466490,2016-05-12,"['Adventure', 'Casual', 'Hidden Object', 'Puzzle', 'Point & Click', 'Female Protagonist', 'Singleplayer', '2D', 'Indie', 'Fantasy', 'Family Friendly', 'Mystery', 'Story Rich', 'Great Soundtrack', 'Horror', 'Atmospheric']"
468410,2016-05-12,"['Action', 'RPG', 'FPS', 'Co-op']"
467000,2016-05-12,"['Indie', 'Action', 'FPS', 'Shooter', 'First-Person', 'Sci-fi']"
449420,2016-05-12,"['Action', 'Indie', 'Casual', 'Adventure', 'Platformer']"
433090,2016-05-12,['Strategy']
470770,2016-05-12,"['Action', 'Adventure', 'Indie', 'Casual']"
433200,2016-05-12,"['Action', 'Adventure', 'RPG']"
363520,2016-05-12,"['Action', 'Indie', 'RPG', 'Adventure', 'Survival', 'Robots', 'Crafting', 'Open World', 'Singleplayer']"
456600,2016-05-12,['Indie']
450200,2010-03-23,"['Movie', 'Supernatural', 'Adventure', 'Horror', 'Thriller']"
450260,2015-06-02,"['Movie', 'Horror', 'Detective', 'Crime', 'Demons', 'Supernatural']"
414810,2004-10-14,"['Early Access', 'Racing', 'Indie', 'Adventure', 'VR', 'Driving', 'First-Person', 'Replay Value', 'Procedural Generation', 'Flight']"
450270,2015-04-28,"['Movie', 'Psychological', 'Crime', 'Horror']"
453270,2016-05-12,"['Action', 'Indie', 'Adventure', 'Simulation', 'Massively Multiplayer', 'Shooter', 'Zombies', 'Building', 'Multiplayer', 'FPS', 'Horror']"
450280,2013-05-21,"['Movie', 'Demons', 'Supernatural', 'Horror']"
450300,2011-05-24,"['Movie', 'Supernatural', 'Horror']"
450310,2014-12-23,"['Movie', 'Demons', 'Supernatural']"
446690,2014-12-23,"['War', 'Assassin', 'Crime', 'Martial Arts', 'Foreign', 'Action-Adventure']"
450230,2011-09-20,"['Movie', 'Horror', 'Aliens', 'Sci-fi']"
421320,2010-03-23,"['Horror', 'Movie']"
452140,2015-12-22,"['Movie', 'Martial Arts', 'Action', 'Action-Adventure']"
466380,2016-05-12,"['Action', 'Adventure', 'RPG']"
452160,2012-11-06,"['Movie', 'Drama', 'Crime', 'Action', 'Thriller']"
452150,2010-03-01,"['Movie', 'Romance', 'Crime', 'Comedy']"
452270,2000-08-15,"['Movie', 'Drama', 'Crime', 'Action', 'Fighting']"
452170,2002-08-27,"['Movie', 'Horror']"
452260,2003-07-01,"['Movie', 'Drama', 'Crime']"
452300,1998-12-22,"['Movie', 'Romance', 'Drama', 'Classic', 'Comedy']"
452350,2009-07-14,"['Movie', 'Mystery', 'Drama', 'Supernatural', 'Horror', 'Thriller']"
452330,2014-12-02,"['Movie', 'Crime', 'Gambling', 'Action', 'Thriller']"
452370,2009-10-13,"['Movie', 'Comedy', 'Documentary']"
452380,2001-11-27,"['Movie', 'Comedy']"
452360,2004-08-02,"['Movie', 'Action', 'Fantasy', 'Adventure', 'Sci-fi']"
464330,2016-05-13,"['Strategy', 'Massively Multiplayer', 'Indie', 'Free to Play']"
303310,2016-05-13,"['Visual Novel', 'Great Soundtrack', 'Gothic', 'Story Rich', 'Mystery', 'Adventure', 'Psychological Horror', 'Horror', 'Indie', 'Romance', 'Atmospheric', 'Anime']"
464940,2017-11-08,"['Adventure', 'VR']"
465230,2016-05-13,"['Strategy', 'Massively Multiplayer', 'Indie', 'Free to Play']"
458790,2013-05-03,"['Adventure', 'Visual Novel', 'Soundtrack']"
461640,2016-05-13,"['RPG', 'Anime', 'RPGMaker', 'Adventure', 'Nudity', 'Indie', 'Action', 'Sexual Content', 'Pixel Graphics', 'Singleplayer', '2D', 'Survival', 'Great Soundtrack', 'Open World', 'Sci-fi', 'Story Rich', 'Exploration', 'Shooter', 'Platformer', 'Zombies']"
473520,2014-09-23,"['Casual', 'Indie', 'Strategy', 'Puzzle']"
473510,2016-05-14,"['Casual', 'Action', 'Indie', 'Adventure', ""Shoot 'Em Up""]"
467930,2016-05-16,"['Action', 'Hack and Slash', 'Female Protagonist', 'Nudity', 'Anime', 'Indie', 'Casual', 'Mature']"
427400,2004-09-17,['Movie']
462660,2016-05-16,"['RPG', 'Massively Multiplayer', 'Strategy', 'Free to Play', 'Turn-Based', 'Card Game', 'MMORPG', 'Competitive', 'Grid-Based Movement', 'Mouse only', 'Turn-Based Combat', 'Trading Card Game', 'Tactical RPG', 'Multiplayer', 'Story Rich', 'Singleplayer', 'Online Co-Op', 'Strategy RPG', 'Mystery Dungeon', 'Clicker']"
466210,2016-05-13,"['Racing', 'Sports', 'Simulation', 'Action', 'Indie']"
473430,2016-05-16,"['Design & Illustration', 'Animation & Modeling', 'Education', 'Utilities', 'Software Training', 'Software', 'Game Development', 'Web Publishing', 'GameMaker']"
471250,2016-05-16,"['Strategy', 'RPG', 'Indie']"
467210,2016-05-16,"['Casual', 'Indie', 'Puzzle']"
473850,2016-05-17,"['Survival', 'Dinosaurs', 'Adventure', 'Action', 'Open World', 'Free to Play', 'Massively Multiplayer', 'Multiplayer', 'Building', 'RPG', 'Crafting', 'Indie', 'Singleplayer', 'Base Building', 'Dragons', 'First-Person', 'Exploration', 'PvP', 'PvE', 'Sandbox']"
223100,2016-05-17,"['Action', 'FPS', 'Open World', 'Multiplayer', 'Shooter', 'Co-op', 'War', 'First-Person', 'Online Co-Op', 'Adventure', 'Stealth', 'Singleplayer', 'Military', 'Survival', 'Atmospheric', 'Violent', 'Story Rich', 'Dystopian', 'Futuristic', 'Crafting']"
283640,2016-05-17,"['Difficult', 'RPG', 'Metroidvania', 'Action', 'Dark Fantasy', '2D', 'Platformer', 'Indie', 'Gore', 'Atmospheric', 'Local Co-Op', 'Side Scroller', 'Action RPG', 'Violent', 'Dark', 'Adventure', 'Singleplayer', 'Co-op', 'Horror', 'Story Rich']"
402310,2016-03-01,"['RPG', 'Strategy', 'Turn-Based Combat', 'Rogue-like', 'Indie', 'Strategy RPG', 'Rogue-lite', 'Survival', 'Fantasy', 'Exploration']"
445990,2016-05-17,"['Action', 'Adventure']"
449392,2016-05-17,"['Action', 'Adventure']"
471650,2016-05-17,"['Indie', 'Casual', 'Simulation', 'Free to Play', 'Clicker']"
473560,2016-05-17,"['Casual', 'Strategy', 'Tower Defense', 'Indie', 'Pixel Graphics', 'Action', 'Difficult']"
462470,2016-05-17,"['Movie', 'Comedy']"
388830,2016-05-18,"['Early Access', 'Casual', 'Indie', 'Puzzle']"
366270,2016-05-18,"['Action', 'Arcade', 'Retro', '2D', ""Shoot 'Em Up""]"
471170,2009-03-29,"['Strategy', 'Simulation', 'Casual', 'Indie', 'Rome']"
254320,2016-05-18,"['Strategy', 'Indie', 'Sci-fi', 'Horror', 'Rogue-like', 'Space', 'Survival', 'Survival Horror', 'Programming', 'Atmospheric', 'Singleplayer', 'Difficult', '2D', 'Hacking']"
